text,label
"hackathon clear nahi hua toh kya karunga, feeling totally breaking down and lost.",2
"Data Analytics AWS deployment mein ek annoying bug hai, raat tak fix karna padega, feeling tense.",1
"Aaj ka din productive tha, Java padha aur ab chill hai.",0
"internship review clear nahi hua toh kya karunga, feeling totally breaking down and lost.",2
"Doston ke sath padhai karke peaceful lag raha hai, REST APIs easy lagne laga.",0
"REST APIs AWS deployment mein ek annoying bug hai, raat tak fix karna padega, feeling thoda nervous.",1
"Life barbaad lag rahi hai, Cloud architecture mein fail hone wala hoon, suffocating.",2
"Results clear hain, marks acche aaye in ML, feeling peaceful.",0
"Anxiety itni hai ki khana bhi nahi khaya 2 din se, AWS ki wajah se.",2
"Bhai REST APIs ki prep ekdum relaxed chal rahi hai, sab on track hai.",0
"Raat bhar jaag ke SQL padha but still nothing is going in my head, feeling breaking down.",2
DSA samajh aa raha hai but board exam ke time pe anxious ho jata hoon.,1
"Mera dimag phat jayega, DSA mein kuch samajh nahi aa raha, completely breaking down.",2
"Mummy ki expectations ne anxiety badha di hai, placement ka stress mujhe numb bana raha hai.",2
DSA samajh aa raha hai but placement drive ke time pe pressured ho jata hoon.,1
"Severe panic attacks aa rahe hain college exam ke darr se, dimag blank ho gaya hai.",2
"placement drive clear nahi hua toh kya karunga, feeling totally crying constantly and lost.",2
"Thodi tension hai internship review ki, worried lag raha hai.",1
"Dost aage nikal gaye aur main yahan stuck hoon Data Analytics mein, feeling blank.",2
"Doston ki preparation mujhse zyada hai Chemistry mein, getting stressed.",1
"Doston ki preparation mujhse zyada hai Microservices mein, getting tense.",1
"Mera SQL ka backend integration done hai, I am fully set.",0
"NEET clear nahi hua toh kya karunga, feeling totally suffocating and lost.",2
"Papa ki expectations ne anxiety badha di hai, placement ka stress mujhe crying constantly bana raha hai.",2
"Kal ke internship review ke liye I am sorted, syllabus cover ho gaya.",0
"Spring Boot practical record mein ek annoying bug hai, raat tak fix karna padega, feeling anxious.",1
"Doston ki preparation mujhse zyada hai Cloud architecture mein, getting tense.",1
"REST APIs ka error resolve ho gaya, code successfully chal raha hai.",0
"Week mein 2 viva hain, schedule thoda tight hai aur main overwhelmed hoon.",1
"Aaj ka din productive tha, AI padha aur ab happy hai.",0
Placement prep aur college project manage karne mein thoda tense feel hota hai.,1
Competition dekh kar thoda thoda nervous ho gaya college mein.,1
"AI ka error resolve ho gaya, code successfully chal raha hai.",0
"experiment abhi tak pending hai, feeling stressed about the deadline.",1
"Bhai Chemistry ki prep ekdum confident chal rahi hai, sab on track hai.",0
Placement prep aur college practical record manage karne mein thoda thoda nervous feel hota hai.,1
"Backlog clear karna hai, schedule manage karne mein stressed feel hota hai.",1
"AI lab file mein ek annoying bug hai, raat tak fix karna padega, feeling stressed.",1
"backend integration complete nahi ho pa raha, roz raat ko I am having panic attacks.",2
"Thodi tension hai JEE ki, stressed lag raha hai.",1
Placement prep aur college AWS deployment manage karne mein thoda worried feel hota hai.,1
"Bhai Java ki prep ekdum chill chal rahi hai, sab on track hai.",0
"model training time pe submit kar diya, ab I am completely chill.",0
"Raat bhar jaag ke Maths padha but still nothing is going in my head, feeling hopeless.",2
Physics samajh aa raha hai but technical interview ke time pe pressured ho jata hoon.,1
"Aaj ka din productive tha, DBMS padha aur ab on track hai.",0
"Doston ki preparation mujhse zyada hai AI mein, getting thoda nervous.",1
Spring Boot samajh aa raha hai but placement drive ke time pe stressed ho jata hoon.,1
Thoda nervous hoon college exam ke liye but preparation basically okay hai.,1
"Time management mast chal raha hai, balanced feel kar raha hoon about backend integration.",0
"Time management mast chal raha hai, sorted feel kar raha hoon about AWS deployment.",0
"Kisi se baat karne ka mann nahi kar raha, itna stress hai ki hopeless ho chuka hoon.",2
"Raat bhar jaag ke Maths padha but still nothing is going in my head, feeling suffocating.",2
"Results clear hain, marks acche aaye in DSA, feeling set.",0
"internship review achha gaya, confident feel ho raha hai aaj.",0
"end-sem exam clear nahi hua toh kya karunga, feeling totally hopeless and lost.",2
DBMS samajh aa raha hai but placement drive ke time pe overwhelmed ho jata hoon.,1
"Results clear hain, marks acche aaye in Cloud architecture, feeling set.",0
"Chemistry ka error resolve ho gaya, code successfully chal raha hai.",0
"Syllabus lamba hai, aur NEET paas aa raha hai, thoda time kam lag raha hai.",1
"board exam clear nahi hua toh kya karunga, feeling totally breaking down and lost.",2
"mid-sem achha gaya, balanced feel ho raha hai aaj.",0
"Doston ke sath padhai karke peaceful lag raha hai, Python easy lagne laga.",0
"experiment complete nahi ho pa raha, roz raat ko I am suffocating.",2
"Bhai SQL ki prep ekdum relaxed chal rahi hai, sab on track hai.",0
"Papa ki expectations ne anxiety badha di hai, placement ka stress mujhe hopeless bana raha hai.",2
"college exam achha gaya, chill feel ho raha hai aaj.",0
"Kisi se baat karne ka mann nahi kar raha, itna stress hai ki severely anxious ho chuka hoon.",2
"Dost aage nikal gaye aur main yahan stuck hoon REST APIs mein, feeling blank.",2
"Thodi tension hai college exam ki, pressured lag raha hai.",1
"Bhai REST APIs ki prep ekdum set chal rahi hai, sab on track hai.",0
"Mera Spring Boot ka project done hai, I am fully sorted.",0
"Aaj ka din productive tha, REST APIs padha aur ab chill hai.",0
"Time management mast chal raha hai, set feel kar raha hoon about experiment.",0
"Results clear hain, marks acche aaye in AI, feeling relaxed.",0
"Dimag sunn ho gaya hai stress se, kuch nahi padha final project review ke liye.",2
"model training complete nahi ho pa raha, roz raat ko I am crying constantly.",2
Mummy ki expectations ki wajah se thoda tense lagta hai future ko leke.,1
"Parents ki expectations ne anxiety badha di hai, placement ka stress mujhe blank bana raha hai.",2
"Internal marks thode kam hain, stressed feel ho raha final board exam ke liye.",1
Placement prep aur college assignment manage karne mein thoda overwhelmed feel hota hai.,1
"Raat bhar jaag ke DSA padha but still nothing is going in my head, feeling hopeless.",2
Placement prep aur college assignment manage karne mein thoda worried feel hota hai.,1
"Java practical record mein ek annoying bug hai, raat tak fix karna padega, feeling anxious.",1
"NEET achha gaya, peaceful feel ho raha hai aaj.",0
"Aaj ka din productive tha, Physics padha aur ab set hai.",0
"Dost aage nikal gaye aur main yahan stuck hoon Python mein, feeling severely anxious.",2
"Papa ki expectations ne anxiety badha di hai, placement ka stress mujhe suffocating bana raha hai.",2
Thoda nervous hoon final project review ke liye but preparation basically okay hai.,1
"Mera SQL ka experiment done hai, I am fully on track.",0
"Relatives bhi support kar rahe hain, I feel relaxed about my career.",0
"Dimag sunn ho gaya hai stress se, kuch nahi padha JEE ke liye.",2
"Doston ki preparation mujhse zyada hai Java mein, getting thoda nervous.",1
"Raat bhar jaag ke Cloud architecture padha but still nothing is going in my head, feeling severely anxious.",2
"Doston ke sath padhai karke sorted lag raha hai, Microservices easy lagne laga.",0
"Mentally happy hoon, koi board exam ka darr nahi.",0
"Thodi tension hai JEE ki, thoda nervous lag raha hai.",1
"DBMS code debugging mein ek annoying bug hai, raat tak fix karna padega, feeling anxious.",1
"Mera dimag phat jayega, DBMS mein kuch samajh nahi aa raha, completely hopeless.",2
"Results clear hain, marks acche aaye in Java, feeling on track.",0
"Mera AWS ka backend integration done hai, I am fully chill.",0
"Life barbaad lag rahi hai, Java mein fail hone wala hoon, suffocating.",2
"Mera dimag phat jayega, Cloud architecture mein kuch samajh nahi aa raha, completely numb.",2
"Kal ke board exam ke liye I am chill, syllabus cover ho gaya.",0
Spring Boot samajh aa raha hai but JEE ke time pe anxious ho jata hoon.,1
"ML practical record mein ek annoying bug hai, raat tak fix karna padega, feeling overwhelmed.",1
"Internal marks thode kam hain, confused feel ho raha final viva ke liye.",1
"Dost aage nikal gaye aur main yahan stuck hoon ML mein, feeling crying constantly.",2
"Chemistry AWS deployment mein ek annoying bug hai, raat tak fix karna padega, feeling pressured.",1
"Life barbaad lag rahi hai, Microservices mein fail hone wala hoon, depressed.",2
"Mentally confident hoon, koi technical interview ka darr nahi.",0
Competition dekh kar thoda overwhelmed ho gaya college mein.,1
"Mentally on track hoon, koi college exam ka darr nahi.",0
DBMS samajh aa raha hai but board exam ke time pe worried ho jata hoon.,1
"Har taraf se pressure hai, I feel like I am severely anxious.",2
"placement drive clear nahi hua toh kya karunga, feeling totally suffocating and lost.",2
"AWS deployment complete nahi ho pa raha, roz raat ko I am severely anxious.",2
"Raat bhar jaag ke Spring Boot padha but still nothing is going in my head, feeling dead inside.",2
Maths samajh aa raha hai but hackathon ke time pe thoda nervous ho jata hoon.,1
"Week mein 2 JEE hain, schedule thoda tight hai aur main worried hoon.",1
"Time management mast chal raha hai, chill feel kar raha hoon about lab file.",0
"Dost aage nikal gaye aur main yahan stuck hoon AI mein, feeling breaking down.",2
"Mentally on track hoon, koi viva ka darr nahi.",0
DBMS samajh aa raha hai but JEE ke time pe thoda nervous ho jata hoon.,1
"Cloud architecture practical record mein ek annoying bug hai, raat tak fix karna padega, feeling tense.",1
"job simulation clear nahi hua toh kya karunga, feeling totally breaking down and lost.",2
"Raat bhar jaag ke DSA padha but still nothing is going in my head, feeling breaking down.",2
"Dost aage nikal gaye aur main yahan stuck hoon Microservices mein, feeling depressed.",2
Mummy ki expectations ki wajah se thoda thoda nervous lagta hai future ko leke.,1
"Raat bhar jaag ke Java padha but still nothing is going in my head, feeling severely anxious.",2
"Kal ke mid-sem ke liye I am happy, syllabus cover ho gaya.",0
"Mentally set hoon, koi job simulation ka darr nahi.",0
"experiment time pe submit kar diya, ab I am completely happy.",0
Physics samajh aa raha hai but board exam ke time pe worried ho jata hoon.,1
"Bhai DBMS ki prep ekdum on track chal rahi hai, sab on track hai.",0
Cloud architecture samajh aa raha hai but hackathon ke time pe thoda nervous ho jata hoon.,1
"Life barbaad lag rahi hai, SQL mein fail hone wala hoon, numb.",2
"Mera dimag phat jayega, SQL mein kuch samajh nahi aa raha, completely dead inside.",2
Placement prep aur college AWS deployment manage karne mein thoda tense feel hota hai.,1
"Doston ki preparation mujhse zyada hai REST APIs mein, getting overwhelmed.",1
"Week mein 2 JEE hain, schedule thoda tight hai aur main pressured hoon.",1
"job simulation clear nahi hua toh kya karunga, feeling totally numb and lost.",2
"college exam clear nahi hua toh kya karunga, feeling totally blank and lost.",2
"Mera dimag phat jayega, Maths mein kuch samajh nahi aa raha, completely suffocating.",2
ML samajh aa raha hai but hackathon ke time pe stressed ho jata hoon.,1
"Mera dimag phat jayega, Physics mein kuch samajh nahi aa raha, completely having panic attacks.",2
"lab file abhi tak pending hai, feeling tense about the deadline.",1
"Results clear hain, marks acche aaye in AWS, feeling confident.",0
"AWS deployment abhi tak pending hai, feeling overwhelmed about the deadline.",1
"Mummy bhi support kar rahe hain, I feel confident about my career.",0
"practical record complete nahi ho pa raha, roz raat ko I am having panic attacks.",2
"Har taraf se pressure hai, I feel like I am depressed.",2
"project complete nahi ho pa raha, roz raat ko I am hopeless.",2
"Ghar wale bhi support kar rahe hain, I feel balanced about my career.",0
"Bhai Microservices ki prep ekdum sorted chal rahi hai, sab on track hai.",0
"Relatives ki expectations ne anxiety badha di hai, placement ka stress mujhe hopeless bana raha hai.",2
"Results clear hain, marks acche aaye in SQL, feeling confident.",0
"Mummy bhi support kar rahe hain, I feel set about my career.",0
"Internal marks thode kam hain, stressed feel ho raha final JEE ke liye.",1
"Doston ke sath padhai karke happy lag raha hai, Chemistry easy lagne laga.",0
"Itna backlog ho gaya hai ki rona aa raha hai lagatar, I am depressed.",2
"Raat bhar jaag ke Maths padha but still nothing is going in my head, feeling crying constantly.",2
"mock test abhi tak pending hai, feeling anxious about the deadline.",1
"Results clear hain, marks acche aaye in Maths, feeling happy.",0
"Mentally confident hoon, koi hackathon ka darr nahi.",0
"mock test abhi tak pending hai, feeling tense about the deadline.",1
Relatives ki expectations ki wajah se thoda anxious lagta hai future ko leke.,1
"placement drive clear nahi hua toh kya karunga, feeling totally severely anxious and lost.",2
"end-sem exam achha gaya, chill feel ho raha hai aaj.",0
"Internal marks thode kam hain, thoda nervous feel ho raha final technical interview ke liye.",1
"Life barbaad lag rahi hai, Chemistry mein fail hone wala hoon, severely anxious.",2
"Bhai Java ki prep ekdum peaceful chal rahi hai, sab on track hai.",0
"Results clear hain, marks acche aaye in REST APIs, feeling chill.",0
"Papa ki expectations ne anxiety badha di hai, placement ka stress mujhe blank bana raha hai.",2
"Mera dimag phat jayega, Java mein kuch samajh nahi aa raha, completely depressed.",2
Placement prep aur college experiment manage karne mein thoda tense feel hota hai.,1
"Mera Cloud architecture ka AWS deployment done hai, I am fully peaceful.",0
"Sleep schedule aur study dono manage ho raha hai, life confident hai.",0
"placement drive clear nahi hua toh kya karunga, feeling totally hopeless and lost.",2
"Results clear hain, marks acche aaye in AI, feeling balanced.",0
"Time management mast chal raha hai, balanced feel kar raha hoon about assignment.",0
"Java assignment mein ek annoying bug hai, raat tak fix karna padega, feeling stressed.",1
"Week mein 2 placement drive hain, schedule thoda tight hai aur main overwhelmed hoon.",1
"Relatives ki expectations ne anxiety badha di hai, placement ka stress mujhe blank bana raha hai.",2
Physics samajh aa raha hai but job simulation ke time pe anxious ho jata hoon.,1
"Kal ke JEE ke liye I am set, syllabus cover ho gaya.",0
"Mera AI ka mock test done hai, I am fully chill.",0
"Raat bhar jaag ke AWS padha but still nothing is going in my head, feeling blank.",2
"board exam achha gaya, set feel ho raha hai aaj.",0
"DSA experiment mein ek annoying bug hai, raat tak fix karna padega, feeling tense.",1
"Dost aage nikal gaye aur main yahan stuck hoon Data Analytics mein, feeling crying constantly.",2
"Aaj ka din productive tha, AWS padha aur ab happy hai.",0
"Mera dimag phat jayega, Chemistry mein kuch samajh nahi aa raha, completely blank.",2
"Syllabus lamba hai, aur end-sem exam paas aa raha hai, thoda time kam lag raha hai.",1
Placement prep aur college assignment manage karne mein thoda anxious feel hota hai.,1
"Aaj ka din productive tha, AI padha aur ab on track hai.",0
"Mentally on track hoon, koi internship review ka darr nahi.",0
"Aaj ka din productive tha, ML padha aur ab sorted hai.",0
Python samajh aa raha hai but viva ke time pe anxious ho jata hoon.,1
"Week mein 2 JEE hain, schedule thoda tight hai aur main overwhelmed hoon.",1
"Doston ke sath padhai karke set lag raha hai, Python easy lagne laga.",0
"Mentally happy hoon, koi internship review ka darr nahi.",0
"Dost aage nikal gaye aur main yahan stuck hoon SQL mein, feeling numb.",2
DBMS samajh aa raha hai but hackathon ke time pe overwhelmed ho jata hoon.,1
"Mera dimag phat jayega, Spring Boot mein kuch samajh nahi aa raha, completely suffocating.",2
Ghar wale ki expectations ki wajah se thoda worried lagta hai future ko leke.,1
"Results clear hain, marks acche aaye in Spring Boot, feeling sorted.",0
"Doston ki preparation mujhse zyada hai ML mein, getting stressed.",1
"Internal marks thode kam hain, anxious feel ho raha final job simulation ke liye.",1
"Ghar wale bhi support kar rahe hain, I feel happy about my career.",0
"Data Analytics experiment achi gayi, lab marks aenge poore.",0
"Mentally set hoon, koi placement drive ka darr nahi.",0
"Mentally peaceful hoon, koi college exam ka darr nahi.",0
"end-sem exam clear nahi hua toh kya karunga, feeling totally breaking down and lost.",2
"project time pe submit kar diya, ab I am completely balanced.",0
"Papa bhi support kar rahe hain, I feel confident about my career.",0
"Mera Cloud architecture ka practical record done hai, I am fully sorted.",0
"Mentally relaxed hoon, koi job simulation ka darr nahi.",0
"Mera DSA ka code debugging done hai, I am fully confident.",0
"Cloud architecture model training mein ek annoying bug hai, raat tak fix karna padega, feeling worried.",1
DBMS samajh aa raha hai but final project review ke time pe stressed ho jata hoon.,1
"Dost aage nikal gaye aur main yahan stuck hoon Data Analytics mein, feeling numb.",2
"technical interview clear nahi hua toh kya karunga, feeling totally numb and lost.",2
Placement prep aur college AWS deployment manage karne mein thoda thoda nervous feel hota hai.,1
"Dost aage nikal gaye aur main yahan stuck hoon SQL mein, feeling depressed.",2
"Dimag sunn ho gaya hai stress se, kuch nahi padha placement drive ke liye.",2
"JEE clear nahi hua toh kya karunga, feeling totally breaking down and lost.",2
"Mera SQL ka lab file done hai, I am fully on track.",0
"ML AWS deployment mein ek annoying bug hai, raat tak fix karna padega, feeling overwhelmed.",1
"Time management mast chal raha hai, balanced feel kar raha hoon about practical record.",0
"Bhai ML ki prep ekdum sorted chal rahi hai, sab on track hai.",0
"Itna backlog ho gaya hai ki rona aa raha hai lagatar, I am having panic attacks.",2
"Time management mast chal raha hai, chill feel kar raha hoon about code debugging.",0
"Doston ke sath padhai karke happy lag raha hai, Physics easy lagne laga.",0
"Life barbaad lag rahi hai, Data Analytics mein fail hone wala hoon, having panic attacks.",2
"JEE achha gaya, relaxed feel ho raha hai aaj.",0
"Microservices AWS deployment mein ek annoying bug hai, raat tak fix karna padega, feeling confused.",1
"Thodi tension hai JEE ki, pressured lag raha hai.",1
"Aaj ka din productive tha, REST APIs padha aur ab confident hai.",0
"AWS model training mein ek annoying bug hai, raat tak fix karna padega, feeling stressed.",1
"AI backend integration mein ek annoying bug hai, raat tak fix karna padega, feeling anxious.",1
Placement prep aur college practical record manage karne mein thoda overwhelmed feel hota hai.,1
"Time management mast chal raha hai, set feel kar raha hoon about backend integration.",0
"Results clear hain, marks acche aaye in Python, feeling sorted.",0
"Mera DSA ka lab file done hai, I am fully relaxed.",0
"Kal ke JEE ke liye I am relaxed, syllabus cover ho gaya.",0
Ghar wale ki expectations ki wajah se thoda confused lagta hai future ko leke.,1
"Raat bhar jaag ke Maths padha but still nothing is going in my head, feeling breaking down.",2
"Mera Chemistry ka experiment done hai, I am fully peaceful.",0
"mid-sem clear nahi hua toh kya karunga, feeling totally numb and lost.",2
"end-sem exam clear nahi hua toh kya karunga, feeling totally suffocating and lost.",2
"Life barbaad lag rahi hai, AWS mein fail hone wala hoon, suffocating.",2
"Mera dimag phat jayega, REST APIs mein kuch samajh nahi aa raha, completely breaking down.",2
"mock test complete nahi ho pa raha, roz raat ko I am blank.",2
"Microservices lab file mein ek annoying bug hai, raat tak fix karna padega, feeling overwhelmed.",1
"Mentally sorted hoon, koi internship review ka darr nahi.",0
"Life barbaad lag rahi hai, Python mein fail hone wala hoon, suffocating.",2
"Mera dimag phat jayega, Maths mein kuch samajh nahi aa raha, completely numb.",2
"DBMS model training mein ek annoying bug hai, raat tak fix karna padega, feeling pressured.",1
Ghar wale ki expectations ki wajah se thoda stressed lagta hai future ko leke.,1
"Thodi tension hai placement drive ki, thoda nervous lag raha hai.",1
"Dost aage nikal gaye aur main yahan stuck hoon Physics mein, feeling hopeless.",2
"Raat bhar jaag ke Spring Boot padha but still nothing is going in my head, feeling numb.",2
"Mera Java ka model training done hai, I am fully happy.",0
"Time management mast chal raha hai, peaceful feel kar raha hoon about model training.",0
"Mera Physics ka practical record done hai, I am fully set.",0
"job simulation achha gaya, chill feel ho raha hai aaj.",0
"3 din se soye nahi hain, aankhein band nahi ho rahi tension se, kal NEET hai.",2
"Mentally on track hoon, koi NEET ka darr nahi.",0
"Raat bhar jaag ke Microservices padha but still nothing is going in my head, feeling having panic attacks.",2
"assignment time pe submit kar diya, ab I am completely happy.",0
"Bhai Microservices ki prep ekdum happy chal rahi hai, sab on track hai.",0
"viva achha gaya, confident feel ho raha hai aaj.",0
Placement prep aur college code debugging manage karne mein thoda worried feel hota hai.,1
"internship review achha gaya, on track feel ho raha hai aaj.",0
"board exam achha gaya, chill feel ho raha hai aaj.",0
"Thodi tension hai end-sem exam ki, worried lag raha hai.",1
ML samajh aa raha hai but end-sem exam ke time pe pressured ho jata hoon.,1
"Bhai REST APIs ki prep ekdum peaceful chal rahi hai, sab on track hai.",0
"AWS deploy successfully ho gaya project, no tension at all, totally set.",0
"Relatives ki expectations ne anxiety badha di hai, placement ka stress mujhe dead inside bana raha hai.",2
"Doston ke sath padhai karke set lag raha hai, ML easy lagne laga.",0
"Kal ke final project review ke liye I am sorted, syllabus cover ho gaya.",0
"Week mein 2 board exam hain, schedule thoda tight hai aur main tense hoon.",1
"Mera Spring Boot ka project done hai, I am fully set.",0
"Kal ke board exam ke liye I am relaxed, syllabus cover ho gaya.",0
"Life barbaad lag rahi hai, Java mein fail hone wala hoon, having panic attacks.",2
"experiment abhi tak pending hai, feeling anxious about the deadline.",1
"Backlog clear karna hai, schedule manage karne mein confused feel hota hai.",1
"Ghar wale ki expectations ne anxiety badha di hai, placement ka stress mujhe breaking down bana raha hai.",2
"model training complete nahi ho pa raha, roz raat ko I am severely anxious.",2
"Mera dimag phat jayega, ML mein kuch samajh nahi aa raha, completely blank.",2
"Mera Data Analytics ka practical record done hai, I am fully peaceful.",0
"Aaj ka din productive tha, Physics padha aur ab on track hai.",0
"Aaj ka din productive tha, Cloud architecture padha aur ab confident hai.",0
"Life barbaad lag rahi hai, ML mein fail hone wala hoon, severely anxious.",2
"Mentally sorted hoon, koi mid-sem ka darr nahi.",0
"Mera dimag phat jayega, Cloud architecture mein kuch samajh nahi aa raha, completely depressed.",2
"Results clear hain, marks acche aaye in DSA, feeling confident.",0
Relatives ki expectations ki wajah se thoda thoda nervous lagta hai future ko leke.,1
"Maths backend integration mein ek annoying bug hai, raat tak fix karna padega, feeling confused.",1
"Week mein 2 end-sem exam hain, schedule thoda tight hai aur main overwhelmed hoon.",1
"Cloud architecture experiment achi gayi, lab marks aenge poore.",0
"Chemistry backend integration mein ek annoying bug hai, raat tak fix karna padega, feeling tense.",1
"Kal ke NEET ke liye I am relaxed, syllabus cover ho gaya.",0
"Doston ke sath padhai karke confident lag raha hai, Physics easy lagne laga.",0
"Aaj ka din productive tha, Spring Boot padha aur ab peaceful hai.",0
"Thodi tension hai JEE ki, anxious lag raha hai.",1
"Mentally confident hoon, koi college exam ka darr nahi.",0
"Doston ki preparation mujhse zyada hai Physics mein, getting stressed.",1
"Internal marks thode kam hain, stressed feel ho raha final internship review ke liye.",1
"Thodi tension hai NEET ki, anxious lag raha hai.",1
"Breathless feel ho raha hai job simulation ke thought se hi, anxiety is too high.",2
"final project review achha gaya, relaxed feel ho raha hai aaj.",0
"Doston ke sath padhai karke on track lag raha hai, Chemistry easy lagne laga.",0
"AWS deploy successfully ho gaya project, no tension at all, totally happy.",0
"Aaj ka din productive tha, Microservices padha aur ab peaceful hai.",0
"Mentally confident hoon, koi end-sem exam ka darr nahi.",0
"Kal ke hackathon ke liye I am confident, syllabus cover ho gaya.",0
"Time management mast chal raha hai, peaceful feel kar raha hoon about AWS deployment.",0
"technical interview clear nahi hua toh kya karunga, feeling totally breaking down and lost.",2
"Itna backlog ho gaya hai ki rona aa raha hai lagatar, I am breaking down.",2
"Bhai Java ki prep ekdum confident chal rahi hai, sab on track hai.",0
"Aaj ka din productive tha, Java padha aur ab happy hai.",0
"Week mein 2 mid-sem hain, schedule thoda tight hai aur main stressed hoon.",1
"DBMS project mein ek annoying bug hai, raat tak fix karna padega, feeling anxious.",1
"Time management mast chal raha hai, set feel kar raha hoon about model training.",0
"Sab kuch plan ke hisaab se ja raha hai, totally peaceful and focused.",0
"Mera dimag phat jayega, Data Analytics mein kuch samajh nahi aa raha, completely suffocating.",2
"Raat bhar jaag ke SQL padha but still nothing is going in my head, feeling dead inside.",2
"Time management mast chal raha hai, on track feel kar raha hoon about practical record.",0
"Anxiety itni hai ki khana bhi nahi khaya 2 din se, Physics ki wajah se.",2
Spring Boot samajh aa raha hai but viva ke time pe stressed ho jata hoon.,1
"Sab kuch plan ke hisaab se ja raha hai, totally sorted and focused.",0
"placement drive achha gaya, on track feel ho raha hai aaj.",0
"Mera Python ka mock test done hai, I am fully peaceful.",0
"Breathless feel ho raha hai viva ke thought se hi, anxiety is too high.",2
"code debugging abhi tak pending hai, feeling worried about the deadline.",1
Cloud architecture samajh aa raha hai but internship review ke time pe pressured ho jata hoon.,1
"Time management mast chal raha hai, chill feel kar raha hoon about assignment.",0
"Mera dimag phat jayega, Chemistry mein kuch samajh nahi aa raha, completely breaking down.",2
"Spring Boot code debugging mein ek annoying bug hai, raat tak fix karna padega, feeling stressed.",1
"Doston ki preparation mujhse zyada hai DSA mein, getting confused.",1
"Aaj ka din productive tha, Python padha aur ab confident hai.",0
"job simulation achha gaya, happy feel ho raha hai aaj.",0
"Bhai Python ki prep ekdum chill chal rahi hai, sab on track hai.",0
"Life barbaad lag rahi hai, Data Analytics mein fail hone wala hoon, numb.",2
Python samajh aa raha hai but hackathon ke time pe anxious ho jata hoon.,1
"code debugging abhi tak pending hai, feeling stressed about the deadline.",1
"assignment complete nahi ho pa raha, roz raat ko I am dead inside.",2
"Severe panic attacks aa rahe hain viva ke darr se, dimag blank ho gaya hai.",2
"Har taraf se pressure hai, I feel like I am dead inside.",2
Neend thodi kam aa rahi hai end-sem exam ki tension ki wajah se.,1
"Internal marks thode kam hain, worried feel ho raha final mid-sem ke liye.",1
"placement drive achha gaya, balanced feel ho raha hai aaj.",0
"JEE achha gaya, balanced feel ho raha hai aaj.",0
"job simulation clear nahi hua toh kya karunga, feeling totally blank and lost.",2
"Aaj ka din productive tha, Python padha aur ab chill hai.",0
Placement prep aur college backend integration manage karne mein thoda pressured feel hota hai.,1
"Sab kuch plan ke hisaab se ja raha hai, totally set and focused.",0
"Raat bhar jaag ke Data Analytics padha but still nothing is going in my head, feeling hopeless.",2
"Aaj ka din productive tha, DBMS padha aur ab relaxed hai.",0
"Mentally confident hoon, koi viva ka darr nahi.",0
"Mera dimag phat jayega, Data Analytics mein kuch samajh nahi aa raha, completely blank.",2
"Life barbaad lag rahi hai, AWS mein fail hone wala hoon, crying constantly.",2
"AI experiment achi gayi, lab marks aenge poore.",0
"Ghar wale bhi support kar rahe hain, I feel set about my career.",0
"Anxiety itni hai ki khana bhi nahi khaya 2 din se, Spring Boot ki wajah se.",2
"Mera dimag phat jayega, AWS mein kuch samajh nahi aa raha, completely having panic attacks.",2
"Time management mast chal raha hai, confident feel kar raha hoon about practical record.",0
"Internal marks thode kam hain, tense feel ho raha final board exam ke liye.",1
"Raat bhar jaag ke AI padha but still nothing is going in my head, feeling having panic attacks.",2
"Mummy ki expectations ne anxiety badha di hai, placement ka stress mujhe blank bana raha hai.",2
"JEE prep chal rahi hai, sab on track hai.",0
"Papa ki expectations ne anxiety badha di hai, placement ka stress mujhe dead inside bana raha hai.",2
Parents ki expectations ki wajah se thoda confused lagta hai future ko leke.,1
"Doston ki preparation mujhse zyada hai Spring Boot mein, getting overwhelmed.",1
"Physics practical record mein ek annoying bug hai, raat tak fix karna padega, feeling anxious.",1
"Sleep schedule aur study dono manage ho raha hai, life peaceful hai.",0
"Internal marks thode kam hain, overwhelmed feel ho raha final viva ke liye.",1
"Doston ke sath padhai karke on track lag raha hai, AWS easy lagne laga.",0
"Raat bhar jaag ke Microservices padha but still nothing is going in my head, feeling suffocating.",2
"Thodi tension hai final project review ki, stressed lag raha hai.",1
"Thodi tension hai viva ki, anxious lag raha hai.",1
"Mera dimag phat jayega, AI mein kuch samajh nahi aa raha, completely having panic attacks.",2
Placement prep aur college practical record manage karne mein thoda pressured feel hota hai.,1
"Life barbaad lag rahi hai, Physics mein fail hone wala hoon, suffocating.",2
"Dimag sunn ho gaya hai stress se, kuch nahi padha viva ke liye.",2
"Mera Spring Boot ka experiment done hai, I am fully relaxed.",0
"Dost aage nikal gaye aur main yahan stuck hoon Java mein, feeling blank.",2
Java samajh aa raha hai but placement drive ke time pe stressed ho jata hoon.,1
"Chemistry experiment mein ek annoying bug hai, raat tak fix karna padega, feeling thoda nervous.",1
"Sab kuch plan ke hisaab se ja raha hai, totally balanced and focused.",0
"end-sem exam achha gaya, peaceful feel ho raha hai aaj.",0
Physics samajh aa raha hai but hackathon ke time pe pressured ho jata hoon.,1
Competition dekh kar thoda tense ho gaya college mein.,1
"Results clear hain, marks acche aaye in ML, feeling relaxed.",0
"Week mein 2 internship review hain, schedule thoda tight hai aur main overwhelmed hoon.",1
"Parents ki expectations ne anxiety badha di hai, placement ka stress mujhe breaking down bana raha hai.",2
